tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
2.70E+02,neutral,0.6117,,0,United,,BUlizard,,0,@united AND WE GOT ZERO VOUCHERS FOR HOTEL OR CAB. I expect some SERIOUS mileage credits.,,2/22/2015 14:37,,
2.71E+02,negative,0.6852,Customer Service Issue,0.3453,United,,JTraxxNYC,,0,@united flight from san fransico to jfk was evacuated why?,,2/22/2015 14:20,"WASHINGTON HEIGHTS, NYC ",Pacific Time (US & Canada)
2.72E+02,negative,0.6591,Bad Flight,0.3506,United,,no_patients,,0,@united yes... A ride home would be perfect.. A fete one would assume possible after charging 1600$ for a domestic flight... Ps we deplaned,,2/22/2015 13:57,,
2.73E+02,negative,0.3398,Can't Tell,0.3398,United,,emrichards,,0,@united I'll try it. Mileage programs have historically been a lifeline for us world-hungry travelers of moderate means.,,2/22/2015 13:13,"ÜT: 42.986193,-87.914855",Central Time (US & Canada)
2.74E+02,negative,0.6567,Customer Service Issue,0.3398,United,,FarmerFlo,,0,@united my last call your customer service agent called me back... As he was stuck on hold to air Canada.. Just hope he's booked me a flight,,2/22/2015 12:42,Cheltenham,
2.75E+02,neutral,0.6423,,0,United,,tspinnersbride,,0,@united I don't know what DM the confirmation number means.,,2/22/2015 12:10,,
2.76E+02,neutral,0.6186,,0,United,,LMSNaomi,,0,@united no thank you,,2/22/2015 11:33,deep in the ❤ of Texas...,Atlantic Time (Canada)
2.77E+02,negative,0.6897,Lost Luggage,0.6897,United,,DangVanda,,0,"@united, no. Re-booked with American and United said they'd transfer our bags to them.",,2/22/2015 11:28,STL,
2.78E+02,positive,0.3551,,0,United,,swolfhoops,,0,@united will do. Just need to get CVG.... and my bag too. Thanks,"[41.97456785, -87.90563774]",2/22/2015 10:13,"Loveland, Ohio",Atlantic Time (Canada)
2.79E+02,neutral,0.6617,,0,United,,Lmuschel,,0,@united doesn't purchasing ticket with a united card give me priority boarding ?,,2/22/2015 10:08,,
2.80E+02,positive,0.6556,,,United,,toinecl,,0,"@united it was very comfortable, now waiting for our luggage","[0.0, 0.0]",2/22/2015 9:24,"Keyport, New Jersey",Eastern Time (US & Canada)
2.81E+02,positive,0.3512,,0,United,,worldknits,,0,@united thank you,,2/22/2015 9:14,"Fredericksburg, VA",Eastern Time (US & Canada)
2.82E+02,negative,0.667,Lost Luggage,0.3341,United,,4geiger,,0,@united not my luggage,,2/22/2015 9:07,Kingwood,
2.83E+02,neutral,0.6753,,0,United,,allen_crawford,,0,"@united It was 3387. But we helped you with the weight issue, took your vouchers, and hopped on a @Delta flight instead. #winwin",,2/22/2015 8:17,"Indianapolis, IN",Eastern Time (US & Canada)
2.84E+02,neutral,0.6642,,0,United,,CressM,,0,@united I6EP18,,2/22/2015 7:39,FL,
2.85E+02,neutral,0.6365,,0,United,,roryfreeman87,,0,@united with about 25 people trying to get on flights,"[29.98872603, -95.3384666]",2/22/2015 7:08,california,Central Time (US & Canada)
2.86E+02,neutral,0.6292,,0,United,,craigsmail,,0,@united can you change DKYDE6 to 4583&gt;36 on 2/23 instead of 3636&gt;606&gt;36; original reservation was for 4404&gt;36 yesterday but was Cancelled Flightled.,,2/22/2015 7:04,"Kansas City, USA",Eastern Time (US & Canada)
2.87E+02,positive,0.6987,,,United,,auciello,,0,Very quick! TY. @united: @auciello I am sorry to hear this. Can you please follow and DM me the details of what transpired? ^JH,,2/22/2015 6:40,South Seaside Park/Puerto Rico,Eastern Time (US & Canada)
2.88E+02,negative,0.3533,Cancelled Flight,0.3533,United,,CoachMcRoberts,,0,@united Back at the Denver airport and ready for round two today. Ready to get home!,,2/22/2015 6:34,"Oxford, MS",
2.89E+02,neutral,0.6362,,0,United,,_Charette_,,0,@united we need a new flight to Tucson,,2/22/2015 6:10,SE AZ By Way of HV,Mountain Time (US & Canada)
2.90E+02,negative,0.6586,Customer Service Issue,0.6586,United,,RodahlLL,,0,@united On hold 2X 60 min ea. Trying to bk a tix to Asia. Your website &amp; customer service dont want my business. Korea Air it is.,,2/22/2015 5:38,Hong Kong,Central Time (US & Canada)
2.91E+02,neutral,0.6416,,0,United,,anil_arca,,0,@united I just sent to you.,,2/22/2015 5:29,"Virginia, USA",
2.92E+02,negative,0.6513,Late Flight,0.3469,United,,jpfox13,,0,@united flight #1 no luck on #standby,,2/22/2015 4:57,the district of colombia,Eastern Time (US & Canada)
2.93E+02,positive,0.3368,,0,United,,21stCenturyMom,,0,"@united Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO",,2/22/2015 4:45,,Pacific Time (US & Canada)
2.94E+02,neutral,0.6807,,0,United,,LisaKothari,,0,"@united Seat 14A, Flight UA895","[22.31355693, 113.92636768]",2/22/2015 4:34,Seattle WA,Pacific Time (US & Canada)
2.95E+02,positive,0.6848,,,United,,traceyabbywhite,,0,@united one lady helping the 12 of us with luggage,,2/22/2015 4:30,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
2.96E+02,negative,0.6525,Late Flight,0.3475,United,,victor_haydin,,0,@united it is too Late Flight for reFlight Booking Problems now - it is morning already and I no longer need a hotel room,,2/22/2015 3:40,,Kyiv
2.97E+02,negative,0.3548,Lost Luggage,0.3548,United,,jimbradshaw4,,0,@united I know that. Thanks for the standard reply.,,2/22/2015 3:17,,Eastern Time (US & Canada)
2.98E+02,negative,0.6528,Can't Tell,0.6528,United,,Whosgunz,,0,@united nice. I wonder how you pick who to respond to? Maybe only happy customers are easier. I wonder how many of those you have left.,,2/22/2015 0:54,,
2.99E+02,negative,0.6856,Late Flight,0.6856,United,,mrp,,0,@united we just left @flySFO (delayed). http://t.co/XzBAjMiekx,,2/21/2015 23:38,sf - austin - sydney,Alaska
3.00E+02,neutral,0.6845,,,United,,kreespa,,0,@united all set. Figured it out at the baggage office!,,2/21/2015 23:36,Little Rhody,Eastern Time (US & Canada)
3.01E+02,negative,0.6621,Bad Flight,0.3483,United,,ChrisJValdez,,0,"@united I'd hardly call going from 10,000 miles to 1,000+ miles a ticket cutting edge. About 1/10 the perk?",,2/21/2015 22:38,"Yokohama, Japan",Central Time (US & Canada)
3.02E+02,positive,0.6683,,,United,,StephanieWeyant,,0,@united Just sent a DM. Thank you for the acknowledgment.,,2/21/2015 22:31,New York City,
3.03E+02,neutral,0.6592,,,United,,JEOKOO1,,0,@united download jeokoo the American app for air travelers,,2/21/2015 22:24,"Washington, DC. ",
3.04E+02,negative,0.6554,Can't Tell,0.6554,United,,WM_j_MW,,0,@united Suck,,2/21/2015 21:26,"Wake Forest, NC",Eastern Time (US & Canada)
3.05E+02,negative,0.6988,Cancelled Flight,0.3695,United,,Colettod,,0,@united Wife and I have two new destinations and I'm stuck in DC until Monday with no bags,,2/21/2015 19:22,"Ottawa, ON",Eastern Time (US & Canada)
3.06E+02,negative,0.684,Customer Service Issue,0.3499,United,,Jo_Frost,,0,"@united when I read it say ' in some cases' can you please define this for me, when for example would it not be the case?",,2/21/2015 19:12,Global,Quito
3.07E+02,negative,0.6562,Can't Tell,0.3568,United,,gwen1013,,0,"@united Not until tomorrow night. And the hotel voucher had higher rate than travelocity Not loving cost, but hard working staff",,2/21/2015 19:05,"New Haven, CT",
3.08E+02,neutral,0.6414,,0,United,,patrick_maness,,0,"@united After all I have been through on this trip, can you get me on another airline home?",,2/21/2015 19:00,Rhode Island,Eastern Time (US & Canada)
3.09E+02,positive,0.6496,,0,United,,absfine,,0,@united 732 from Denver. We just boarded! Fingers crossed we get into the air!!!,,2/21/2015 18:13,,Arizona
3.10E+02,positive,0.6997,,,United,,Mumon7,,0,@united Thanks for the upgrade- please try to get my company to approve more business class travel.,,2/21/2015 18:03,"Vancouver, WA",Pacific Time (US & Canada)
3.11E+02,negative,0.6674,Late Flight,0.6674,United,,micp3208,,0,@united hoping there is a spare a/c for 1171 tomorrow!  Have a ship to board!  The sched aircraft is delayed from previous flts.,,2/21/2015 18:01,"Ocean, NJ",
3.12E+02,neutral,0.6259,,0,United,,jyotipethe,,0,"@united I have requested upgrade for EWR BOM flight, end of May. Miles + copay. When will i know if I am upgraded?",,2/21/2015 17:38,"Austin, Tx",Central Time (US & Canada)
3.13E+02,negative,0.6465,Lost Luggage,0.6465,United,,maxcotter,,0,@united your baggage person told me to go through @AirCanada - they're handling my connecting flight.,,2/21/2015 17:28,toronto,Central Time (US & Canada)
3.14E+02,neutral,0.6672,,,United,,BethRunsDisney,,0,@united Yes. About an hour after landing.,,2/21/2015 17:05,NYC,Eastern Time (US & Canada)
3.15E+02,neutral,0.6196,,0,United,,jbishop309,,0,@united who do I need to contact regrading a complaint and to get a voucher funds for future travel on United?,,2/21/2015 16:23,,Mountain Time (US & Canada)
3.16E+02,neutral,0.6325,,0,United,,JSJ35,,0,@united where's the crew for ua748?,,2/21/2015 15:49,Blue Area of the Moon,Eastern Time (US & Canada)
3.17E+02,positive,0.6787,,,United,,SmallMol,,0,@united I see. Thanks for explaining.,,2/21/2015 15:33,A Californian in London,
3.18E+02,neutral,0.6308,,0,United,,GreenkidspenWRA,,0,@united Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,,2/21/2015 15:11,Grimsby - UK,
3.19E+02,negative,0.6435,Customer Service Issue,0.6435,United,,nicc1217,,0,@united how long does it take to get a response from your customer service about a complaint done through email?,,2/21/2015 14:17,Boston MA,Central Time (US & Canada)
3.20E+02,negative,0.6744,Flight Attendant Complaints,0.3375,United,,jcharvardapp,,0,@united no wheelchairs,,2/21/2015 14:15,,Atlantic Time (Canada)
3.21E+02,negative,0.6452,Can't Tell,0.3441,United,,9kenny5,,0,"@united Such as deodorant, shampoo, toothpaste. Seems like that would be limited to 70oz, correct?",,2/21/2015 14:04,England,London
3.22E+02,neutral,0.6574,,,United,,PalenMcDermott,,0,@united !!!!! YAAYY!!! YAY PROM!!!! http://t.co/DXicoyioxF,,2/21/2015 13:52,,Eastern Time (US & Canada)
3.23E+02,positive,0.3367,,0,United,,nyc2theworld,,0,@united Hmmm...seems like this could be something to be changed to be more #flyerfriendly.,,2/21/2015 13:41,One of the C-gates at EWR.,Eastern Time (US & Canada)
3.24E+02,positive,0.358,,0,United,,ThatsVy,,0,"@united Hi there, looks like my connection is delayed too so I'll make it. Thanks!",,2/21/2015 13:07,SoCal,Pacific Time (US & Canada)
3.25E+02,neutral,0.3444,,0,United,,c4pyro,,0,@united Home is Calgary can you get us there without the added expense of accommodations and meals.,,2/21/2015 12:33,,
3.26E+02,positive,0.3366,,0,United,,zachkpearson,,0,.@united Thanks. Hopefully this is easily resolved.,,2/21/2015 12:09,"Portland, Oregon",Pacific Time (US & Canada)
3.27E+02,positive,0.6487,,0,United,,marynevis,,0,@united They finally gave in a let him on. After they threatened to send him back to Vegas on coach. Thnx.,,2/21/2015 11:35,"Beautiful Stockton, CA",Pacific Time (US & Canada)
3.28E+02,negative,0.6424,longlines,0.6424,United,,janemswift,,0,@united need assistance. Line is out the door and travelling with 3 kids.,,2/21/2015 11:21,"Middlebury, VT",Eastern Time (US & Canada)
3.29E+02,positive,0.6679,,,United,,PierreSchmit,,0,"@united gave me a smile today, with a Zero Award... ;-) Computers have some sense of humour :-) http://t.co/JNqNbk7HuT",,2/21/2015 11:15,"Rixensart, Belgium",Brussels
3.30E+02,negative,0.6197,Late Flight,0.6197,United,,RussPJohn,,0,"@united we are delayed in San Pedro, Belize. We are scheduled to fly out at 3pm from Belize City to Houston. Will you wait please?",,2/21/2015 11:05,NOLA Reb,Eastern Time (US & Canada)
3.31E+02,negative,0.671,Late Flight,0.671,United,,SeanFedorko,,0,"@united although, I am stranded in Chicago O'Hare for another 8 hours. Any chance your cracker-jack service team could provide a meal?",,2/21/2015 10:18,,Eastern Time (US & Canada)
3.32E+02,negative,0.6276,Cancelled Flight,0.6276,United,,halestorm62,,0,@united it's my 21st birthday and my sister is coming to celebrate but her flights keep Cancelled Flighting PLZ do all you can to get her here!!!!,,2/21/2015 9:52,,Quito
3.33E+02,positive,0.7028,,,United,,DaRenton,,0,@united thank you for the help!!,,2/21/2015 9:37,Colorado,Mountain Time (US & Canada)
3.34E+02,negative,0.7027,Flight Booking Problems,0.7027,United,,owenmcstravick,,0,"@united your website won't allow me to post the required document, i keep getting **were having technical difficulties**",,2/21/2015 8:24,UK,London
3.35E+02,negative,0.3627,Can't Tell,0.3627,United,,AviNewYork,,0,@united Finally I get the right response. United must check this issue. UA 1514 EWR to PUJ on Friday 02/20/15.,,2/21/2015 7:59,,Eastern Time (US & Canada)
3.36E+02,negative,0.6299,Late Flight,0.3423,United,,baldordash,,0,"@united @baldordash Rebooked,arrived 8 hours Late Flightr.  Last year 9 hrs to San Diego and the no inflight entertainment!",,2/21/2015 7:56,,
3.37E+02,positive,0.689,,,United,,ananth77,,0,@united good job at CLE .. TPA on schedule ... 4 to 5 inches of snow ! http://t.co/9tbsJquw41,,2/21/2015 4:09,,Central Time (US & Canada)
3.38E+02,neutral,0.6924,,,United,,Addair,,0,“@united: @Addair  We hope you don't miss your connection. For help with re-Flight Booking Problems please Follow us &amp; DM your confirmation. ^CP”done thx,,2/21/2015 3:30,"Raleigh, NC",Eastern Time (US & Canada)
3.39E+02,negative,0.705,Bad Flight,0.705,United,,tcfitz3,,0,@united  No first class passenger should have to pay for inflight wifi.,,2/21/2015 2:45,Houston,Central Time (US & Canada)
3.40E+02,neutral,0.626,,0,United,,2cJustice4all,,0,@united @paigeworthy : page United values your tweet b/c it's so rare that they receive tweets complimenting their service...most are fake.,,2/21/2015 0:45,Chicago Illinois Crime.Inc,Central Time (US & Canada)
3.41E+02,positive,0.6531,,,United,,neilawinston,,0,@united I hope so too :),,2/20/2015 22:45,"Cleveland, OH",Eastern Time (US & Canada)
3.42E+02,positive,0.7021,,,United,,robbshurr,,0,"@United, will you fill it? Yes they will. Thanks! #BringYourOwn, @kleankanteen http://t.co/daaa0rqBXW",,2/20/2015 21:56,"Boulder, CO",Mountain Time (US & Canada)
3.43E+02,negative,0.6514,Lost Luggage,0.6514,United,,iandroid614,,0,@United Brothers baggage was lost on route to 2015 Panamerican Cross Country Cup Championship in Columbia. His race is Sunday. Please help.,,2/20/2015 21:52,"Kearney, Nebraska",Central Time (US & Canada)
3.44E+02,negative,0.6498,Lost Luggage,0.6498,United,,larissatandy,,0,"@united how much longer will it take? It a guitar, not a royal commission!",,2/20/2015 21:19,"Vancouver, Canada",Melbourne
3.45E+02,neutral,0.669,,0,United,,PeterDawoud,,0,@united you know what would be awesome? Providing us with complimentary entertainment on your flights. Especially those longer than 6 hours.,,2/20/2015 21:00,Redmond WA ,Pacific Time (US & Canada)
3.46E+02,negative,0.6713,Can't Tell,0.3531,United,,leigh_emery,,1,“@united: @leigh_emery We don't like to hear this. Is there anything we can help with? Thanks. ^EY” another empty offer for help.,,2/20/2015 19:37,"Hoboken, NJ",Eastern Time (US & Canada)
3.47E+02,negative,0.6613,Flight Booking Problems,0.6613,United,,Never_Regret_It,,0,@united UA7985 is a coshared flight w/ ANA. Unable to check in 24 hrs prior.,,2/20/2015 19:31,,
3.48E+02,positive,0.6749,,,United,,DManonog,,0,@united thank you.,,2/20/2015 19:15,,
3.49E+02,neutral,0.6849,,0,United,,MayhemRevived,,1,I left my dildo on the plane is there any way for me to get it back? @united,,2/20/2015 18:14,,
3.50E+02,positive,0.6963,,0,United,,kevinkugler,,0,"@united Don't know her last name, but Karen at your call center is terrific.  Friendly, helpful.  Terrific representative. Kudos.",,2/20/2015 18:10,"Omaha, Nebraska",Central Time (US & Canada)
3.51E+02,negative,0.6481,Flight Attendant Complaints,0.3351,United,,elbrooklyntaco,,1,"@united unsmiling rep. told us hotel shuttle comes ""like every 15 minutes."" Breezy 30 min. Late Flightr we're taking a cab. You going to reimburse?",,2/20/2015 17:49,,
3.52E+02,negative,0.6537,Customer Service Issue,0.329,United,,Dra_Mck,,0,@united thank you for the reply. I emailed your customer care department about my experience.,,2/20/2015 17:43,Chapel Hill,Quito
3.53E+02,negative,0.636,Can't Tell,0.324,United,,aushianya,,0,@united I had one interview I was the last person what does that mean?,,2/20/2015 17:39,,
3.54E+02,positive,0.343,,0,United,,nfriesen1,,0,@united give her the recognition she deserves!,,2/20/2015 17:34,"Winnipeg, MB Canada",Central Time (US & Canada)
3.55E+02,negative,0.685,Flight Booking Problems,0.3586,United,,iamtedking,,0,"@united ""Dear Ted. We don't care about you nor the Mileage Plus Card you pay a lot for. Bye bye. -- United""",,2/20/2015 16:37,,Eastern Time (US & Canada)
3.56E+02,negative,0.6878,Can't Tell,0.3541,United,,archivelle,,0,"@united Also, group 5 is total BS.",,2/20/2015 15:39,New York,
3.57E+02,positive,0.6755,,,United,,BattierCCIpuppy,,1,“@united: @BattierCCIpuppy Your puppy is so cute. We look forward to having both of you on board. Thanks for the high five. ^EY” 👏👏,,2/20/2015 15:03,"Sacramento, CA",
3.58E+02,negative,0.665,Late Flight,0.335,United,,ChrisLaylin,,0,@united Existing reservation is fine. I was talking about no longer having an 0600 CMH-ORD option. 0638 gets me in too Late Flight.,"[0.0, 0.0]",2/20/2015 14:48,"Powell, OH",Eastern Time (US & Canada)
3.59E+02,positive,0.3414,,0,United,,matsmall,,0,@united When are you coming back to @IFlyOAKland? You have a huge East Bay customer base due to SFO and *I* miss you!,"[0.0, 0.0]",2/20/2015 14:38,Oakland,Pacific Time (US & Canada)
3.60E+02,negative,0.6718,Can't Tell,0.3435,United,,johnwoodRTR,,0,@United @Skywest do it again!   I will now miss one or probably both our Aspen events. #Fail,"[37.78736562, -122.40865161]",2/20/2015 14:32,Hong Kong,Eastern Time (US & Canada)
3.61E+02,negative,0.7129,Bad Flight,0.7129,United,,caseymugar,,0,"@united add wifi, entertainment and the old seats and i’ll come back.",,2/20/2015 14:28,"Culver City, CA",Pacific Time (US & Canada)
3.62E+02,negative,0.7112,Late Flight,0.3581,United,,CpyburnDC,,1,"@united as for volunteers to give up seats, people did! Now we sit for 25 minutes on plane waiting 4 them to add more people!  #letsgo",,2/20/2015 14:23,"Washington, DC",Eastern Time (US & Canada)
3.63E+02,neutral,0.7246,,,United,,KeldaPharris,,1,"@united blood services, make your appt. today! 18009174929 http://t.co/6UXwPaduGS",,2/20/2015 13:37,Aberdeen,Central Time (US & Canada)
3.64E+02,neutral,0.6491,,0,United,,jeeden_1,,0,"@united Not waiving change fees with the snow storm coming tomorrow? IAD is under Winter Storm warning tomorrow already, what's up?",,2/20/2015 13:31,"Purcellville, VA",
3.65E+02,negative,0.6869,Can't Tell,0.3434,United,,andreamvdlg,,0,"@united not 100% sure, however my ticket included one checked bag, therefore this charge was extra and completely unanticipated.",,2/20/2015 13:26,Edinbrah ,Eastern Time (US & Canada)
3.66E+02,negative,0.6747,Bad Flight,0.3477,United,,d_goodspeed,,0,@united just landed. Might want to check flight 304 plane from Houston. That sound was during takeoff &amp; landing http://t.co/QKquRagGoO,"[33.64314381, -84.44252134]",2/20/2015 13:14,USA,Central Time (US & Canada)
3.67E+02,negative,0.6972,Late Flight,0.6972,United,,bugstory,,0,@united the passengers waited inside the flight on the runway and returned back in o gate that should not count as a valid journey,,2/20/2015 12:48,"Baltimore, MD",Eastern Time (US & Canada)
3.68E+02,negative,0.6583,Late Flight,0.6583,United,,benjaminslavin,,0,@united please provide update on UA 791. This flight has been stranded by united with no information from the crew on the plane.,,2/20/2015 12:25,,Quito
3.69E+02,neutral,0.6838,,0,United,,ItsmeAndrewC,,0,@united UA6357 needs de-icing! Stat! We've waited our turn...,,2/20/2015 11:31,,
3.70E+02,neutral,0.6717,,0,United,,paul_chard63,,1,"@united it just goes round &amp; round, it's be going on for weeks,",,2/20/2015 10:40,"Celebration, FL ",Eastern Time (US & Canada)
3.71E+02,positive,0.7185,,,United,,datachick,,0,Thank you @united for your prompt assistance.,"[43.68346133, -79.61394084]",2/20/2015 10:39,"Toronto, ON",Eastern Time (US & Canada)
3.72E+02,neutral,0.6374,,0,United,,BananaPants06,,0,@united Do you also want the naming rights to my first child so I can fly home and visit with my mother and avoid more winter depression?,,2/20/2015 10:18,Chicago,Central Time (US & Canada)
3.73E+02,neutral,0.3569,,0,United,,dizbaa1,,0,@united @JedediahBila KP I am not traveling - we trying to cheer up Ms. Bila.,,2/20/2015 10:09,,Eastern Time (US & Canada)
3.74E+02,negative,0.6527,Late Flight,0.3395,United,,ScribblersNook,,0,@united I believe just customer service. At last post he was at Narita in Tokyo. They sent him to a motel to rest. Said standby maybe 2days,,2/20/2015 10:01,"Atlanta, GA",Eastern Time (US & Canada)
3.75E+02,positive,0.6746,,0,United,,alexster4324,,0,@united can't wait!!! 787!!! @tpallini http://t.co/oDlall5eDH,,2/20/2015 9:03,,
3.76E+02,neutral,0.6403,,0,United,,karenharbert,,0,@united Do miles earned with Explorer card count toward lifetime miles?,,2/20/2015 8:38,"Columbia, MO",Eastern Time (US & Canada)
3.77E+02,neutral,0.6582,,0,United,,MrsHeyGil,,0,"@united traveling from FRA thru IAD to MCO tomorrow, concerned abt IAD weather. Can't change until advisory issued? Any advice?",,2/20/2015 7:40,"Obersulzbach, Germany",Quito
3.78E+02,negative,0.6297,Cancelled Flight,0.6297,United,,blastedgtl,,0,@united my flight Cancelled Flightled new flight 5012 hopefully will not.,,2/20/2015 7:35,,Quito
3.79E+02,positive,0.6711,,,United,,Easy_E_,,0,"@united Hi, flight 1051. If I try and book a new one way,  flight departure shows up as 3:55pm which seems accurate.",,2/20/2015 7:32,Tri State NY area...,Eastern Time (US & Canada)
3.80E+02,neutral,0.6508,,,United,,bakedstove,,0,"@united Will do, cheers",,2/20/2015 6:58,"Boston, Massachusetts",Eastern Time (US & Canada)
3.81E+02,negative,0.6976,Lost Luggage,0.6976,United,,JackieSken,,0,@united Item (not mine) mysteriously ended up in my checked bag after a #EWR to #YOW flight.  Missing a black box? http://t.co/SJQEmDtQmA,,2/20/2015 6:31,"Ottawa, ON",Eastern Time (US & Canada)
3.82E+02,neutral,0.6709,,,United,,G4gey,,0,@united just kidding with you I'll send you my stuff now. Thanks,,2/20/2015 5:00,"Charlottesville, VA",London
3.83E+02,neutral,0.6796,,0,United,,c_hughes_88,,0,@united tremendous. What would you recommend?,,2/20/2015 4:40,"Orlando, FL",Eastern Time (US & Canada)
3.84E+02,neutral,0.3466,,0,United,,jnostrant,,0,@united I'll be impressed if I actually get a response! 😜,"[37.78194753, -122.43412918]",2/20/2015 0:56,"Los Angeles, CA",Pacific Time (US & Canada)
3.85E+02,negative,0.6777,Can't Tell,0.6777,United,,jozecuervo,,0,"@united all good, didn't die or anything. As they say ""you get what you pay for""!",,2/19/2015 23:02,"San Francisco, Ca",Pacific Time (US & Canada)
3.86E+02,positive,0.6608,,,United,,nrihssn,,0,@united maybe on my return trip 👍,,2/19/2015 22:45,NJ,Eastern Time (US & Canada)
3.87E+02,neutral,0.6267,,,United,,bren8oh8,,0,@united thanks.  Not tonight it would seem. http://t.co/WNdcEO5QlK,"[40.7697595, -111.974937]",2/19/2015 22:12,SoCal is where my mind stays,
3.88E+02,negative,0.5918,Customer Service Issue,0.5918,United,,theAdamW,,0,@United agent did help me. My point: there's a problem &amp; I don't want it to mess up somebody else's plans. Can u flow this to tech team pls?,,2/19/2015 22:04,"Los Angeles, California",Pacific Time (US & Canada)
3.89E+02,negative,0.7067,Bad Flight,0.7067,United,,neilaruggiero,,0,@united  they were empty upon takeoff. Why can't someone sit there?,,2/19/2015 21:37,,
3.90E+02,negative,0.6937,Flight Booking Problems,0.6937,United,,MrJADMIX,,0,"@united €202.88 is the difference between the booked flights, do you want screen shots?",,2/19/2015 21:12,,
3.91E+02,negative,0.922,Customer Service Issue,0.4513,United,negative,Mosborne13,"Cancelled Flight
Customer Service Issue",0,"@united rebooked 24 hours after original flight, to say your handling of situation was bad would be an understatement.",,2/19/2015 21:05,,Central Time (US & Canada)
3.92E+02,neutral,0.6815,,0,United,,Ro_S,,0,@united - Kids left a kindle fire HD 6 onboard UA1037 (ORD-SFO) today. Row 9ABC-DEF (we had the whole row amongst the 5 of us).  Help...,,2/19/2015 20:39,IL,Central Time (US & Canada)
3.93E+02,negative,0.6726,Customer Service Issue,0.3429,United,,mariachan90,,0,@united understanding the situation we waited and it was opened until 10:30pm,,2/19/2015 20:37,,Bogota
3.94E+02,negative,0.668,Cancelled Flight,0.668,United,,markemanuelli,,0,"@united she was at the service desk at gate 21, and helped us find a flight to get us to our dest. on time when our flight got Cancelled Flightled",,2/19/2015 20:18,,Eastern Time (US & Canada)
3.95E+02,negative,0.6908,Flight Attendant Complaints,0.3477,United,,SupaZ22,,0,@united it is cool. Your customer told me they didn't care either. It is expected,"[37.6209902, -122.3867265]",2/19/2015 19:39,"Chicago, Illinois.",Eastern Time (US & Canada)
3.96E+02,negative,0.6866,Late Flight,0.6866,United,,tonypal1588,,0,@united @dmb41shows I need this plane to get to buffalo so I can leave tonight. Any progress?,,2/19/2015 19:05,Houston,Central Time (US & Canada)
3.97E+02,negative,0.687,Late Flight,0.687,United,,RobBogart,,0,@united 4840 You knew this flight was delayed! MHT to ALB to EWR to get crew. Your arrival is Late Flightr than the departure! Update your site!,,2/19/2015 18:36,DC/SF/BFLO,
3.98E+02,neutral,0.6433,,,United,,GDClearedToLand,,0,@United Stars and Bars @iah #A320 @airlineguys @AirlineGeeks #avgeek http://t.co/mWSoGUC33p,,2/19/2015 16:53,,
3.99E+02,neutral,0.6485,,0,United,,dwrichy,,0,@united in Bogota with no wallet is no fun. :-(,,2/19/2015 16:48,,Eastern Time (US & Canada)
4.00E+02,positive,0.6715,,0,United,,PaulBEsteves,,0,@united thanks for the help. Wish the phone reps could be so accomidating,,2/19/2015 16:13,Brooklyn,Eastern Time (US & Canada)
4.01E+02,negative,0.3404,Can't Tell,0.3404,United,,Jaytolchinsky,,0,@united Donna and Juan still the best in the United Club_ too bad UAL does not get it,,2/19/2015 14:20,,Central Time (US & Canada)
4.02E+02,positive,0.6712,,0,United,,jeggers,,0,@united thanks for making sure they hear the message!,,2/19/2015 13:48,"BOS, SFO, NYC, ++",Eastern Time (US & Canada)
4.03E+02,negative,0.3401,Late Flight,0.3401,United,,jttorrey,,0,@united As it always is. Helps to communicate to customers.,,2/19/2015 12:31,,Pacific Time (US & Canada)
4.04E+02,positive,0.6488,,,United,,DarinBrannon,,0,@united thank you. I will address it with them,,2/19/2015 12:25,"Monett, MO",Central Time (US & Canada)
4.05E+02,negative,0.701,Can't Tell,0.701,United,,newyorkwool,,0,@united the wifi in the ewr lounge reminds me of the old days of dial up,,2/19/2015 12:11,Birkenhead upon Hudson,Eastern Time (US & Canada)
4.06E+02,negative,0.7044,Customer Service Issue,0.7044,United,,vina_love,,0,@united I sent you a dm hours ago,,2/19/2015 10:57,ny,Quito
4.07E+02,neutral,0.6614,,0,United,,jaredmatfess,,1,@united @estellevw does she need to complain on Twitter for the refund or is it auto-applied?,,2/19/2015 10:15,"iPhone: 41.871374,-72.497792",Eastern Time (US & Canada)
4.08E+02,neutral,0.6507,,0,United,,ellieINchicago,,0,@united you need to follow me I order for me to DM....,"[34.06979432, -117.57757056]",2/19/2015 9:14,"Chicago, IL",Central Time (US & Canada)
4.09E+02,negative,0.6723,Customer Service Issue,0.3594,United,,SaintAwesome504,,0,"@united I guess that's not the busiest route, so based on traffic/fuel costs, regional jet is the decision, but still not great 4 travelers.",,2/19/2015 8:58,,
4.10E+02,positive,0.6779,,0,United,,llbeefpatties,,0,@united flight attendant regains karma by giving big sweaty dad cold water. Guy was running &amp; carrying his daughter.  Last one onboard.,,2/19/2015 8:07,,
